n,m,K,a,s_list,sizes,order,lambda_star,lambda_star_sq,A_float,B_float,A_fraction,B_fraction
6,11,2,1 1 1 3 4 4,0 9,3 9,11,0.0909090909091 0.0909090909091 0.0909090909091 0.272727272727 -0.636363636364 -0.636363636364,0.00826446280992 0.00826446280992 0.00826446280992 0.0743801652893 0.404958677686 0.404958677686,1 0.909090909091 1.56198347107 4 7.69421487603 11.0909090909 5.74380165289,1 0.909090909091 7.03305785124 21.4545454545 38.2066115702 41.6363636364 17.7603305785,1 10/11 189/121 4 5344180019525/694571194804 122/11 695/121,1 10/11 851/121 236/11 8272465462894/216519212851 41636363636197/999999999996 3581009051449/201629639472
6,11,2,1 1 1 3 4 6,0 9,7 5,11,-0.0909090909091 0.272727272727 -0.0909090909091 -0.272727272727 0.636363636364 -0.636363636364,0.00826446280992 0.0743801652893 0.00826446280992 0.0743801652893 0.404958677686 0.404958677686,1 0.97520661157 1.95867768595 3.86776859504 7.1652892562 11.1570247934 5.87603305785,1 0.97520661157 7.76033057851 22.1157024793 37.0165289256 40.9090909091 18.2231404959,1 118/121 237/121 468/121 7165289255446/999999999895 1350/121 711/121,1 118/121 7760330577845/999999999914 17243813961467/779709076733 4479/121 450/11 17656998439159/968932794167
6,11,2,1 1 1 3 5 5,0 2,6 5,11,-0.0909090909091 0.272727272727 0.272727272727 0.272727272727 0.272727272727 0.272727272727,0.00826446280992 0.0743801652893 0.0743801652893 0.0743801652893 0.0743801652893 0.0743801652893,1 0.380165289256 2.35537190083 3.93388429752 5.11570247934 11.6859504132 7.52892561983,1 0.380165289256 8.02479338843 18.4132231405 31.8595041322 45.2066115702 23.1157024793,1 46/121 285/121 3933884297501/999999999995 5115702479257/999999999984 8162041241525/698449073709 7528925619127/999999999906,1 46/121 971/121 17218809152321/935132813030 2776363214716/87143955637 32295761264919/714403494160 2797/121
6,11,2,1 1 1 3 5 6,0 9,6 5,11,0.272727272727 -0.272727272727 0.272727272727 -0.272727272727 0.454545454545 -0.454545454545,0.0743801652893 0.0743801652893 0.0743801652893 0.0743801652893 0.206611570248 0.206611570248,1 0.710743801653 1.52892561983 3.86776859504 7.4958677686 11.4214876033 5.97520661157,1 0.710743801653 6.63636363636 20.5289256198 37.1487603306 42.7603305785 19.2148760331,1 86/121 185/121 468/121 7495867767778/999999999891 11421487603203/999999999991 723/121,1 86/121 73/11 15074031810603/734282547940 4495/121 2586154502207/60480227052 14617585902843/760743180320
6,11,2,1 1 1 3 5 8,0 2,4 7,11,-0.0909090909091 -0.0909090909091 -0.0909090909091 0.454545454545 0.636363636364 0.0909090909091,0.00826446280992 0.00826446280992 0.00826446280992 0.206611570248 0.404958677686 0.00826446280992,1 0.644628099174 1.59504132231 3.86776859504 7.23140495868 11.4876033058 6.17355371901,1 0.644628099174 6.70247933884 20.132231405 36.4876033058 43.2231404959 19.8099173554,1 78/121 193/121 468/121 875/121 6135622149531/534108115175 747/121,1 78/121 811/121 5946190310197/295356743651 28600967138784/783854365525 10931026473068/252897553201 17034611078610/859903187531
6,11,2,1 1 1 3 5 8,0 4,4 6,11,0.0909090909091 0.0909090909091 0.0909090909091 -0.272727272727 0.272727272727 0.272727272727,0.00826446280992 0.00826446280992 0.00826446280992 0.0743801652893 0.0743801652893 0.0743801652893,1 0.247933884298 3.42975206612 2.67768595041 6.60330578512 7.78512396694 10.2561983471,1 0.247933884298 10.1074380165 14.8429752066 34.7024793388 38.3305785124 28.7685950413,1 30/121 415/121 324/121 6603305784807/999999999952 7472523741545/959846467863 10256198346369/999999999928,1 30/121 10107438015690/999999999917 12954809613583/872790625414 7667095418629/220937972292 33800434503017/881813836754 6102215237002/212113772961
6,11,2,1 1 1 3 6 6,0 4,7 5,11,0.0909090909091 -0.454545454545 0.454545454545 -0.454545454545 0.272727272727 0.272727272727,0.00826446280992 0.206611570248 0.206611570248 0.206611570248 0.0743801652893 0.0743801652893,1 0.776859504132 2.12396694215 3.70247933884 6.60330578512 11.520661157 6.27272727273,1 0.776859504132 7.72727272727 21.2561983471 35.1652892562 41.9669421488 20.1074380165,1 94/121 257/121 448/121 5858677201042/887233969119 10144247646199/880526517353 69/11,1 94/121 85/11 21256198345577/999999999928 19717428235999/560707124925 40206412744468/958049614431 16393166247743/815278715979
6,11,2,1 1 1 3 6 8,0 4,6 6,11,0.272727272727 0.636363636364 0.0909090909091 -0.272727272727 0.272727272727 0.272727272727,0.0743801652893 0.404958677686 0.00826446280992 0.0743801652893 0.0743801652893 0.0743801652893,1 0.710743801653 2.27272727273 3.86776859504 6.00826446281 11.4214876033 6.71900826446,1 0.710743801653 8.12396694215 20.5289256198 34.173553719 42.7603305785 20.7024793388,1 86/121 25/11 468/121 6008264462137/999999999888 9287037912449/813119817226 5411252345257/805364740192,1 86/121 983/121 2484/121 15820724073871/462952264314 39703930902563/928522543334 19489063177439/941387882024
6,11,2,1 1 1 3 7 8,0 5,6 6,11,0.272727272727 -0.272727272727 -0.0909090909091 -0.0909090909091 0.0909090909091 0.0909090909091,0.0743801652893 0.0743801652893 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992,1 0.181818181818 3.4132231405 2.4132231405 7.29752066116 7.05785123967 10.6363636364,1 0.181818181818 10.0082644628 13.9173553719 35.958677686 37.2066115702 29.7272727273,1 2/11 413/121 292/121 883/121 7057851239373/999999999958 117/11,1 2/11 1211/121 7703809792485/553539777251 14295858706766/397563526435 25668456189348/689889648803 327/11
6,11,2,1 1 1 3 8 8,0 5,6 4,11,0.272727272727 0.272727272727 0.272727272727 -0.0909090909091 0.0909090909091 0.0909090909091,0.0743801652893 0.0743801652893 0.0743801652893 0.00826446280992 0.00826446280992 0.00826446280992,1 0.247933884298 3.54545454545 2.67768595041 6.37190082645 7.78512396694 10.3719008264,1 0.247933884298 10.3388429752 14.8429752066 34.2396694215 38.3305785124 29,1 30/121 39/11 324/121 6371900826236/999999999967 7785123966911/999999999996 9972435674057/961485829929,1 30/121 10338842974700/999999999951 7534582688114/507619435001 30198420356068/881971726547 28342641052749/739426383653 29
6,11,2,1 1 1 3 8 8,0 6,6 4,11,-0.272727272727 -0.272727272727 -0.272727272727 0.0909090909091 -0.0909090909091 -0.0909090909091,0.0743801652893 0.0743801652893 0.0743801652893 0.00826446280992 0.00826446280992 0.00826446280992,1 0.247933884298 3.54545454545 2.67768595041 6.37190082645 7.78512396694 10.3719008264,1 0.247933884298 10.3388429752 14.8429752066 34.2396694215 38.3305785124 29,1 30/121 39/11 324/121 6371900826236/999999999967 7785123966911/999999999996 9972435674057/961485829929,1 30/121 10338842974700/999999999951 4228670142051/284893701107 30198420356068/881971726547 28342641052749/739426383653 29
6,11,2,1 1 1 3 8 9,0 6,9 2,11,0.0909090909091 0.0909090909091 0.0909090909091 0.0909090909091 -0.0909090909091 -0.0909090909091,0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992,1 0.0495867768595 3.54545454545 2.01652892562 7.95867768595 6 11.4297520661,1 0.0495867768595 10.1404958678 12.3305785124 37.0165289256 35.7520661157 31.7107438017,1 6/121 39/11 244/121 7958677685839/999999999986 6 6116329270633/535123529824,1 6/121 1227/121 6115857796837/495991148403 15858792415487/428424622075 26764127600977/748603661516 4107584386981/129532893100
6,11,2,1 1 1 4 4 4,0 2,4 6,11,-0.0909090909091 -0.0909090909091 -0.0909090909091 0.272727272727 0.272727272727 0.272727272727,0.00826446280992 0.00826446280992 0.00826446280992 0.0743801652893 0.0743801652893 0.0743801652893,1 0.247933884298 3.54545454545 2.67768595041 6.37190082645 7.78512396694 10.3719008264,1 0.247933884298 10.3388429752 14.8429752066 34.2396694215 38.3305785124 29,1 30/121 39/11 2677685950357/999999999979 771/121 7785123966187/999999999903 10371900826104/999999999967,1 30/121 1251/121 1796/121 10637538800031/310678782236 19225051129949/501559117448 29
6,11,2,1 1 1 4 4 4,0 3,4 4,11,-0.636363636364 -0.636363636364 -0.636363636364 -0.0909090909091 -0.0909090909091 -0.0909090909091,0.404958677686 0.404958677686 0.404958677686 0.00826446280992 0.00826446280992 0.00826446280992,1 1.23966942149 2.55371900826 3.60330578512 6.76859504132 11.1570247934 5.67768595041,1 1.23966942149 8.95041322314 24.2314049587 36.2231404959 38.5289256198 17.826446281,1 150/121 309/121 436/121 819/121 5663522621912/507619435001 687/121,1 150/121 1083/121 21735290459023/896988453459 3453898247975/95350601872 13797618882365/358110657393 2769149311087/155339391118
6,11,2,1 1 1 4 4 5,0 2,8 4,11,0.636363636364 -0.0909090909091 -0.0909090909091 0.272727272727 0.272727272727 0.272727272727,0.404958677686 0.00826446280992 0.00826446280992 0.0743801652893 0.0743801652893 0.0743801652893,1 0.644628099174 2.35537190083 4 5.57851239669 11.3553719008 7.06611570248,1 0.644628099174 8.35537190083 19.867768595 33.4462809917 43.4876033058 21.1983471074,1 78/121 285/121 4 675/121 5843241391871/514579482108 855/121,1 78/121 1011/121 2404/121 11715145798067/350267517066 41127835792582/945737007013 21198347105191/999999999894
6,11,2,1 1 1 4 4 5,0 3,8 4,11,-0.0909090909091 -0.636363636364 -0.0909090909091 -0.0909090909091 -0.0909090909091 -0.0909090909091,0.00826446280992 0.404958677686 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992,1 0.446280991736 1.85950413223 4 6.17355371901 11.5537190083 6.96694214876,1 0.446280991736 7.1652892562 18.6776859504 34.2396694215 44.8760330579 21.5950413223,1 54/121 225/121 4 747/121 8160810009997/706336202582 6966942148621/999999999980,1 54/121 867/121 18677685950021/999999999979 6019744005791/175811977963 2459400381569/54804317895 6723964328855/311366124681
6,11,2,1 1 1 4 4 5,0 8,8 2,11,-0.0909090909091 -0.0909090909091 -0.0909090909091 0.0909090909091 0.0909090909091 -0.0909090909091,0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992,1 0.0495867768595 3.71074380165 2.01652892562 7.62809917355 6 11.5950413223,1 0.0495867768595 10.4710743802 12.3305785124 36.3553719008 35.7520661157 32.041322314,1 6/121 449/121 244/121 4022705455818/527353586299 6 9167735916346/790660046955,1 6/121 1267/121 6115857796837/495991148403 18880308964482/519326525279 16998837799919/475464487700 14688648945449/458428300851
6,11,2,1 1 1 4 4 6,0 3,8 2,11,0.0909090909091 0.0909090909091 0.0909090909091 -0.0909090909091 -0.0909090909091 -0.0909090909091,0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992,1 0.0495867768595 3.71074380165 2.01652892562 7.62809917355 6 11.5950413223,1 0.0495867768595 10.4710743802 12.3305785124 36.3553719008 35.7520661157 32.041322314,1 6/121 449/121 244/121 6095440844243/799077293774 6 9167735916346/790660046955,1 6/121 10471074380092/999999999993 6115857796837/495991148403 18880308964482/519326525279 28752319937099/804214219230 14688648945449/458428300851
6,11,2,1 1 1 4 4 6,0 8,8 4,11,0.636363636364 0.0909090909091 0.0909090909091 0.0909090909091 0.0909090909091 -0.0909090909091,0.404958677686 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992,1 0.446280991736 1.85950413223 4 6.17355371901 11.5537190083 6.96694214876,1 0.446280991736 7.1652892562 18.6776859504 34.2396694215 44.8760330579 21.5950413223,1 54/121 225/121 4 747/121 11553719007733/999999999954 6966942148621/999999999980,1 54/121 867/121 2260/121 3255949376101/95092897540 31507093867939/702091778641 18015600928076/834247115307
6,11,2,1 1 1 4 4 6,0 9,8 4,11,-0.272727272727 -0.272727272727 0.0909090909091 -0.272727272727 -0.272727272727 0.272727272727,0.0743801652893 0.0743801652893 0.00826446280992 0.0743801652893 0.0743801652893 0.0743801652893,1 0.380165289256 2.09090909091 4 5.57851239669 11.6198347107 7.3305785124,1 0.380165289256 7.56198347107 18.2809917355 32.9173553719 45.3388429752 22.520661157,1 46/121 23/11 4 5578512396181/999999999908 7172571720391/617269685752 7330578511605/999999999892,1 46/121 915/121 2212/121 13086739882567/397563526435 5486/121 2725/121
6,11,2,1 1 1 4 4 8,0 2,3 9,11,-0.0909090909091 -0.0909090909091 -0.0909090909091 0.636363636364 0.636363636364 0.272727272727,0.00826446280992 0.00826446280992 0.00826446280992 0.404958677686 0.404958677686 0.0743801652893,1 0.909090909091 1.56198347107 4 7.69421487603 11.0909090909 5.74380165289,1 0.909090909091 7.03305785124 21.4545454545 38.2066115702 41.6363636364 17.7603305785,1 10/11 189/121 4 7694214875456/999999999925 122/11 695/121,1 10/11 851/121 236/11 28805906524476/753950830513 36623732765285/879609302223 9105808079729/512704875592
6,11,2,1 1 1 4 4 8,0 6,3 9,11,-0.272727272727 -0.272727272727 -0.272727272727 -0.0909090909091 -0.0909090909091 0.818181818182,0.0743801652893 0.0743801652893 0.0743801652893 0.00826446280992 0.00826446280992 0.669421487603,1 0.909090909091 2.10743801653 4 6.60330578512 11.0909090909 6.28925619835,1 0.909090909091 8.12396694215 21.4545454545 36.0247933884 41.6363636364 18.8512396694,1 10/11 255/121 4 799/121 122/11 761/121,1 10/11 983/121 236/11 24975561281833/693288120005 458/11 7000200853110/371339019389
6,11,2,1 1 1 4 4 9,0 3,5 7,11,-0.454545454545 0.0909090909091 -0.454545454545 0.454545454545 0.454545454545 -0.0909090909091,0.206611570248 0.00826446280992 0.206611570248 0.206611570248 0.206611570248 0.00826446280992,1 0.842975206612 1.46280991736 4 7.76033057851 11.1570247934 5.77685950413,1 0.842975206612 6.76859504132 21.0578512397 38.2066115702 42.0991735537 18.0247933884,1 102/121 177/121 4 7760330578396/999999999985 1350/121 5776859503543/999999999898,1 102/121 819/121 11297188412683/536483437180 36224690867585/948126237287 17228647710812/409239570673 5752299658765/319132626644
6,11,2,1 1 1 4 4 9,0 6,5 7,11,-0.272727272727 -0.272727272727 -0.0909090909091 -0.0909090909091 -0.0909090909091 0.818181818182,0.0743801652893 0.0743801652893 0.00826446280992 0.00826446280992 0.00826446280992 0.669421487603,1 0.842975206612 2.17355371901 4 6.33884297521 11.1570247934 6.48760330579,1 0.842975206612 8.19008264463 21.0578512397 35.3636363636 42.0991735537 19.4462809917,1 102/121 263/121 4 767/121 1350/121 785/121,1 102/121 991/121 11297188412683/536483437180 35363636363318/999999999991 28622859652048/679891248115 18831335398412/968377213433
6,11,2,1 1 1 4 4 10,0 3,5 3,11,0.0909090909091 0.0909090909091 0.0909090909091 0.454545454545 0.454545454545 -0.0909090909091,0.00826446280992 0.00826446280992 0.00826446280992 0.206611570248 0.206611570248 0.00826446280992,1 0.446280991736 3.2479338843 3.40495867769 3.99173553719 12.1487603306 7.76033057851,1 0.446280991736 9.34710743802 19.867768595 28.6859504132 43.6859504132 24.9669421488,1 54/121 393/121 412/121 3991735536743/999999999888 10331033326261/850377573114 7760330578396/999999999985,1 54/121 1131/121 2404/121 28632543348893/998138215274 4689741371017/107351249696 13566736408072/543387985891
6,11,2,1 1 1 4 5 5,0 3,10 2,11,0.0909090909091 0.0909090909091 0.0909090909091 -0.0909090909091 -0.0909090909091 -0.0909090909091,0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992,1 0.0495867768595 3.39669421488 2.01652892562 8.25619834711 6 11.2809917355,1 0.0495867768595 9.84297520661 12.3305785124 37.6115702479 35.7520661157 31.4132231405,1 6/121 411/121 244/121 5780878699957/700186509204 6 4456585103519/395052598920,1 6/121 1191/121 12330578511065/999999999892 14115621147113/375299968974 22010743607119/615649555354 6347477568218/202063874179
6,11,2,1 1 1 4 5 6,0 9,8 2,11,0.272727272727 0.272727272727 0.272727272727 -0.272727272727 -0.272727272727 0.272727272727,0.0743801652893 0.0743801652893 0.0743801652893 0.0743801652893 0.0743801652893 0.0743801652893,1 0.446280991736 3.80991735537 2.14876033058 7.82644628099 6 10.7685950413,1 0.446280991736 11.0661157025 14.9752066116 37.5454545455 33.7685950413 29.1983471074,1 54/121 461/121 260/121 7826446280890/999999999987 6 10768595040267/999999999902,1 54/121 10558761558277/954152463444 1812/121 413/11 28834848188123/853895406452 29143986070769/998138215274
6,11,2,1 1 1 4 5 8,0 2,5 7,11,-0.0909090909091 -0.0909090909091 0.272727272727 0.636363636364 0.636363636364 0.272727272727,0.00826446280992 0.00826446280992 0.0743801652893 0.404958677686 0.404958677686 0.0743801652893,1 0.97520661157 1.95867768595 3.86776859504 7.1652892562 11.1570247934 5.87603305785,1 0.97520661157 7.76033057851 22.1157024793 37.0165289256 40.9090909091 18.2231404959,1 118/121 237/121 468/121 867/121 11157024792931/999999999959 711/121,1 118/121 939/121 15408457525683/696720239390 27419017415744/740723622975 450/11 2205/121
6,11,2,1 1 1 4 5 9,0 3,7 5,11,0.0909090909091 -0.454545454545 0.0909090909091 0.454545454545 0.454545454545 -0.0909090909091,0.00826446280992 0.206611570248 0.00826446280992 0.206611570248 0.206611570248 0.00826446280992,1 0.644628099174 1.66115702479 4 6.96694214876 11.3553719008 6.37190082645,1 0.644628099174 6.96694214876 19.867768595 36.2231404959 43.4876033058 19.8099173554,1 78/121 201/121 4 6966942148621/999999999980 10654176803797/938249922314 6371900826013/999999999932,1 78/121 843/121 6487563459793/326537095938 30106026459177/831126899740 32667413841397/751189105817 8578455424857/433038425702
6,11,2,1 1 1 4 8 8,0 6,6 6,11,-0.272727272727 -0.272727272727 0.636363636364 0.0909090909091 -0.0909090909091 -0.0909090909091,0.0743801652893 0.0743801652893 0.404958677686 0.00826446280992 0.00826446280992 0.00826446280992,1 0.578512396694 2.15702479339 3.47107438017 7.42975206612 9.8347107438 7.52892561983,1 0.578512396694 7.89256198347 18.4132231405 37.0165289256 40.7768595041 22.3223140496,1 70/121 261/121 420/121 899/121 8465519809552/860779745341 7528925619782/999999999993,1 70/121 955/121 2228/121 19658918145447/531084861710 33890744820803/831126899740 2701/121
6,11,2,1 1 1 4 8 9,0 6,8 4,11,0.636363636364 0.0909090909091 0.454545454545 0.0909090909091 -0.0909090909091 -0.0909090909091,0.404958677686 0.00826446280992 0.206611570248 0.00826446280992 0.00826446280992 0.00826446280992,1 0.644628099174 2.33884297521 3.93388429752 5.67768595041 11.4214876033 6.98347107438,1 0.644628099174 8.25619834711 20 33.5123966942 43.3553719008 21.2314049587,1 78/121 283/121 476/121 687/121 3355806844751/293815215785 6983471074024/999999999949,1 78/121 999/121 20 11732464028191/350093254602 43355371899309/999999999965 18444781530740/868749928073
6,11,2,1 1 1 5 5 8,0 2,5 6,11,-0.0909090909091 0.272727272727 0.272727272727 0.636363636364 0.636363636364 0.272727272727,0.00826446280992 0.0743801652893 0.0743801652893 0.404958677686 0.404958677686 0.0743801652893,1 1.04132231405 1.69421487603 3.93388429752 7.76033057851 11.0247933884 5.54545454545,1 1.04132231405 7.36363636364 22.3801652893 38.4710743802 40.5785123967 17.1652892562,1 126/121 205/121 476/121 7760330578396/999999999985 11024793387647/999999999929 61/11,1 126/121 81/11 15988468282523/714403494160 9176817597793/238538115861 11775088486425/290180388362 17165289254190/999999999883
6,11,2,1 1 1 5 5 8,0 7,5 7,11,0.454545454545 0.0909090909091 -0.454545454545 -0.272727272727 -0.272727272727 0.454545454545,0.206611570248 0.00826446280992 0.206611570248 0.0743801652893 0.0743801652893 0.206611570248,1 0.776859504132 2.12396694215 3.70247933884 6.60330578512 11.520661157 6.27272727273,1 0.776859504132 7.72727272727 21.2561983471 35.1652892562 41.9669421488 20.1074380165,1 94/121 257/121 448/121 799/121 1394/121 69/11,1 94/121 85/11 15642059961278/735882292113 30794241251642/875699927485 17070294890057/406755746691 19382673450146/963955399699
6,11,2,1 1 1 5 5 9,0 3,8 3,11,0.0909090909091 0.0909090909091 0.0909090909091 0.454545454545 0.454545454545 -0.0909090909091,0.00826446280992 0.00826446280992 0.00826446280992 0.206611570248 0.206611570248 0.00826446280992,1 0.446280991736 2.90082644628 3.00826446281 7.06611570248 8.57851239669 9,1 0.446280991736 9.2479338843 16.694214876 36.0247933884 38.9256198347 25.6611570248,1 54/121 351/121 3008264462473/999999999888 855/121 3372397453883/393121475838 9,1 54/121 1119/121 15689494969976/939816282855 25477582612795/707223559566 32647759047475/838721623088 17660082091201/688202876984
6,11,2,1 1 1 5 7 7,0 3,2 8,11,-0.0909090909091 -0.0909090909091 -0.0909090909091 -0.0909090909091 -0.0909090909091 -0.0909090909091,0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992 0.00826446280992,1 0.0495867768595 3.71074380165 2.01652892562 7.62809917355 6 11.5950413223,1 0.0495867768595 10.4710743802 12.3305785124 36.3553719008 35.7520661157 32.041322314,1 6/121 449/121 244/121 3438140972354/450720539171 6 11595041321514/999999999931,1 6/121 1267/121 7773234712841/630403083280 29921425321093/823026247750 27395586146367/766265816854 14688648945449/458428300851
